region,countryname,topic,indicatorname,year,value
East Asia & Pacific,Fiji,Health: Reproductive health,"Fertility rate, total (births per woman)",2010,2.669
East Asia & Pacific,Fiji,Health: Mortality,"Life expectancy at birth, female (years)",2010,72.414
East Asia & Pacific,Fiji,Health: Population: Dynamics,Population growth (annual %),2009,1.02038571316019
East Asia & Pacific,Fiji,Health: Population: Structure,"Population, total",2009,851854
East Asia & Pacific,Fiji,Health: Mortality,Number of under-five deaths,2009,460
East Asia & Pacific,Fiji,Health: Mortality,Number of infant deaths,2009,393
East Asia & Pacific,Fiji,Health: Disease prevention,Improved water source (% of population with access),2009,94.7
East Asia & Pacific,Fiji,Health: Health services,Health expenditure per capita (current US$),2009,143.38044771
East Asia & Pacific,Fiji,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2009,21.929
East Asia & Pacific,Fiji,Health: Mortality,"Life expectancy at birth, female (years)",2009,72.212
East Asia & Pacific,Fiji,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2009,99
East Asia & Pacific,Fiji,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2009,6.585
East Asia & Pacific,Fiji,Health: Reproductive health,"Fertility rate, total (births per woman)",2009,2.701
East Asia & Pacific,Fiji,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2008,6.537
East Asia & Pacific,Fiji,Health: Health services,Health expenditure per capita (current US$),2008,153.58720377
East Asia & Pacific,Fiji,Health: Mortality,"Life expectancy at birth, female (years)",2008,72.003
East Asia & Pacific,Fiji,Health: Mortality,Number of infant deaths,2008,394
East Asia & Pacific,Fiji,Health: Mortality,Number of under-five deaths,2008,461
East Asia & Pacific,Fiji,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2008,22.263
East Asia & Pacific,Fiji,Health: Reproductive health,"Fertility rate, total (births per woman)",2008,2.736
East Asia & Pacific,Fiji,Health: Disease prevention,Improved water source (% of population with access),2008,94.3
East Asia & Pacific,Fiji,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2008,98.8
East Asia & Pacific,Fiji,Health: Population: Dynamics,Population growth (annual %),2008,1.01041722366957
East Asia & Pacific,Fiji,Health: Population: Structure,"Population, total",2008,843206
East Asia & Pacific,Fiji,Health: Reproductive health,"Fertility rate, total (births per woman)",2007,2.774
East Asia & Pacific,Fiji,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2007,22.586
East Asia & Pacific,Fiji,Health: Health services,Health expenditure per capita (current US$),2007,152.45247039
East Asia & Pacific,Fiji,Health: Population: Structure,"Population, total",2007,834729
East Asia & Pacific,Fiji,Health: Population: Dynamics,Population growth (annual %),2007,0.883095337303207
East Asia & Pacific,Fiji,Health: Mortality,Number of under-five deaths,2007,458
East Asia & Pacific,Fiji,Health: Mortality,Number of infant deaths,2007,393
East Asia & Pacific,Fiji,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2007,98.5
East Asia & Pacific,Fiji,Health: Disease prevention,Improved water source (% of population with access),2007,93.8
East Asia & Pacific,Fiji,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2007,6.489
East Asia & Pacific,Fiji,Health: Mortality,"Life expectancy at birth, female (years)",2007,71.787
East Asia & Pacific,Fiji,Health: Mortality,"Life expectancy at birth, female (years)",2006,71.564
East Asia & Pacific,Fiji,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2006,6.437
East Asia & Pacific,Fiji,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2006,22.901
East Asia & Pacific,Fiji,Health: Population: Structure,"Population, total",2006,827390
East Asia & Pacific,Fiji,Health: Population: Dynamics,Population growth (annual %),2006,0.675477492679417
East Asia & Pacific,Fiji,Health: Mortality,Number of under-five deaths,2006,456
East Asia & Pacific,Fiji,Health: Mortality,Number of infant deaths,2006,391
East Asia & Pacific,Fiji,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2006,98.2
East Asia & Pacific,Fiji,Health: Disease prevention,Improved water source (% of population with access),2006,93.4
East Asia & Pacific,Fiji,Health: Health services,Health expenditure per capita (current US$),2006,143.73790528
East Asia & Pacific,Fiji,Health: Reproductive health,"Fertility rate, total (births per woman)",2006,2.816
East Asia & Pacific,Fiji,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2005,23.208
East Asia & Pacific,Fiji,Health: Reproductive health,"Fertility rate, total (births per woman)",2005,2.86
East Asia & Pacific,Fiji,Health: Mortality,"Life expectancy at birth, female (years)",2005,71.336
East Asia & Pacific,Fiji,Health: Mortality,Number of under-five deaths,2005,454
East Asia & Pacific,Fiji,Health: Mortality,Number of infant deaths,2005,389
East Asia & Pacific,Fiji,Health: Health services,Health expenditure per capita (current US$),2005,131.89022088
East Asia & Pacific,Fiji,Health: Population: Dynamics,Population growth (annual %),2005,0.422516518636055
East Asia & Pacific,Fiji,Health: Population: Structure,"Population, total",2005,821820
East Asia & Pacific,Fiji,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2005,6.382
East Asia & Pacific,Fiji,Health: Disease prevention,Improved water source (% of population with access),2005,92.9
East Asia & Pacific,Fiji,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2005,98
East Asia & Pacific,Fiji,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2004,6.321
East Asia & Pacific,Fiji,Health: Mortality,"Life expectancy at birth, female (years)",2004,71.103
East Asia & Pacific,Fiji,Health: Population: Dynamics,Population growth (annual %),2004,0.211501007598663
East Asia & Pacific,Fiji,Health: Population: Structure,"Population, total",2004,818355
East Asia & Pacific,Fiji,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2004,23.508
East Asia & Pacific,Fiji,Health: Reproductive health,"Fertility rate, total (births per woman)",2004,2.907
East Asia & Pacific,Fiji,Health: Health services,Health expenditure per capita (current US$),2004,120.37024672
East Asia & Pacific,Fiji,Health: Disease prevention,Improved water source (% of population with access),2004,92.5
East Asia & Pacific,Fiji,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2004,97.7
East Asia & Pacific,Fiji,Health: Mortality,Number of infant deaths,2004,387
East Asia & Pacific,Fiji,Health: Mortality,Number of under-five deaths,2004,452
East Asia & Pacific,Fiji,Health: Reproductive health,"Fertility rate, total (births per woman)",2003,2.954
East Asia & Pacific,Fiji,Health: Population: Structure,"Population, total",2003,816626
East Asia & Pacific,Fiji,Health: Population: Dynamics,Population growth (annual %),2003,0.114561093495908
East Asia & Pacific,Fiji,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2003,97.4
East Asia & Pacific,Fiji,Health: Disease prevention,Improved water source (% of population with access),2003,92
East Asia & Pacific,Fiji,Health: Health services,Health expenditure per capita (current US$),2003,95.01010817
East Asia & Pacific,Fiji,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2003,6.257
East Asia & Pacific,Fiji,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2003,23.804
East Asia & Pacific,Fiji,Health: Mortality,"Life expectancy at birth, female (years)",2003,70.867
East Asia & Pacific,Fiji,Health: Mortality,Number of infant deaths,2003,385
East Asia & Pacific,Fiji,Health: Mortality,Number of under-five deaths,2003,452
East Asia & Pacific,Fiji,Health: Reproductive health,"Fertility rate, total (births per woman)",2002,3.001
East Asia & Pacific,Fiji,Health: Population: Structure,"Population, total",2002,815691
East Asia & Pacific,Fiji,Health: Population: Dynamics,Population growth (annual %),2002,0.18111478864076
East Asia & Pacific,Fiji,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2002,97.2
East Asia & Pacific,Fiji,Health: Disease prevention,Improved water source (% of population with access),2002,91.6
East Asia & Pacific,Fiji,Health: Health services,Health expenditure per capita (current US$),2002,78.60440577
East Asia & Pacific,Fiji,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2002,24.103
East Asia & Pacific,Fiji,Health: Mortality,Number of infant deaths,2002,390
East Asia & Pacific,Fiji,Health: Mortality,Number of under-five deaths,2002,458
East Asia & Pacific,Fiji,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2002,6.193
East Asia & Pacific,Fiji,Health: Mortality,"Life expectancy at birth, female (years)",2002,70.63
East Asia & Pacific,Fiji,Health: Mortality,"Life expectancy at birth, female (years)",2001,70.392
East Asia & Pacific,Fiji,Health: Reproductive health,"Fertility rate, total (births per woman)",2001,3.046
East Asia & Pacific,Fiji,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2001,24.41
East Asia & Pacific,Fiji,Health: Mortality,Number of under-five deaths,2001,468
East Asia & Pacific,Fiji,Health: Mortality,Number of infant deaths,2001,396
East Asia & Pacific,Fiji,Health: Population: Structure,"Population, total",2001,814215
East Asia & Pacific,Fiji,Health: Population: Dynamics,Population growth (annual %),2001,0.368147339889348
East Asia & Pacific,Fiji,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2001,6.131
East Asia & Pacific,Fiji,Health: Health services,Health expenditure per capita (current US$),2001,66.87968791
East Asia & Pacific,Fiji,Health: Disease prevention,Improved water source (% of population with access),2001,91.1
East Asia & Pacific,Fiji,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2001,96.9
East Asia & Pacific,Fiji,Health: Reproductive health,"Fertility rate, total (births per woman)",2000,3.09
East Asia & Pacific,Fiji,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2000,6.077
East Asia & Pacific,Fiji,Health: Mortality,"Life expectancy at birth, female (years)",2000,70.153
East Asia & Pacific,Fiji,Health: Mortality,Number of under-five deaths,2000,482
East Asia & Pacific,Fiji,Health: Mortality,Number of infant deaths,2000,407
East Asia & Pacific,Fiji,Health: Population: Structure,"Population, total",2000,811223
East Asia & Pacific,Fiji,Health: Population: Dynamics,Population growth (annual %),2000,0.584652750821437
East Asia & Pacific,Fiji,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2000,96.6
East Asia & Pacific,Fiji,Health: Disease prevention,Improved water source (% of population with access),2000,90.7
East Asia & Pacific,Fiji,Health: Health services,Health expenditure per capita (current US$),2000,80.27137161
East Asia & Pacific,Fiji,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2000,24.739
East Asia & Pacific,Fiji,Health: Mortality,Number of infant deaths,1999,420
East Asia & Pacific,Fiji,Health: Mortality,Number of under-five deaths,1999,498
East Asia & Pacific,Fiji,Health: Health services,Health expenditure per capita (current US$),1999,75.73947566
East Asia & Pacific,Fiji,Health: Population: Structure,"Population, total",1999,806494
East Asia & Pacific,Fiji,Health: Population: Dynamics,Population growth (annual %),1999,0.769230732401102
East Asia & Pacific,Fiji,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1999,6.035
East Asia & Pacific,Fiji,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1999,25.102
